merchant_name,month,monthly_spend
"Figueroa, Brown and Harper",2024-11-01,4771.93
Rojas-Saunders,2024-11-01,4768.97
Bowen Group,2024-11-01,4768.66
Todd-Mendoza,2024-11-01,4768.22
Flores-Wilson,2024-11-01,4768.07
"Cooper, Liu and Moore",2024-11-01,4767.1
"Jones, Jones and Anderson",2024-11-01,4765.39
Bruce-Reed,2024-11-01,4763.49
Wyatt LLC,2024-11-01,4762.55
"Donaldson, Wallace and Davila",2024-11-01,4762.35
"Rodriguez, Montgomery and Carney",2024-11-01,4762.22
Cummings-Young,2024-11-01,4762.01
"Harris, Hicks and Delgado",2024-11-01,4761.55
"Morales, Smith and Torres",2024-11-01,4761.15
Mcdonald Inc,2024-11-01,4760.79
"Moss, Banks and Taylor",2024-11-01,4759.31
Lozano and Sons,2024-11-01,4758.3
Blackburn Group,2024-11-01,4756.95
Hall-Pennington,2024-11-01,4756.58
"Garcia, Bishop and Armstrong",2024-11-01,4755.86
Lynch LLC,2024-11-01,4755.28
"Collins, Bush and Alvarez",2024-11-01,4754.62
Page-Lopez,2024-11-01,4754.59
"Erickson, Lester and Mason",2024-11-01,4754.02
"Taylor, Harper and Bailey",2024-11-01,4753.79
Williams-Freeman,2024-11-01,4751.46
Smith-Chang,2024-11-01,4749.51
Bennett-Snow,2024-11-01,4748.65
Hayes PLC,2024-11-01,4748.59
"Kennedy, Perkins and Brown",2024-11-01,4747.96
Clark-Gonzalez,2024-11-01,4747.13
"Walsh, Thomas and Cole",2024-11-01,4744.75
"Zhang, Lane and Miles",2024-11-01,4743.99
"Douglas, Thomas and Hutchinson",2024-11-01,4743.11
"Padilla, Jones and Mccarthy",2024-11-01,4742.41
Stanton PLC,2024-11-01,4742.11
"Perez, Lawrence and Valdez",2024-11-01,4740.9
"Torres, Hayes and Barrett",2024-11-01,4740.7
Avery Group,2024-11-01,4740.45
Aguirre Ltd,2024-11-01,4740.33
Haynes Inc,2024-11-01,4740.32
Dorsey-Thompson,2024-11-01,4737.89
Richmond Inc,2024-11-01,4737.67
Brooks-Schneider,2024-11-01,4736.72
Carr Group,2024-11-01,4736.58
Contreras LLC,2024-11-01,4736.47
Miller-Giles,2024-11-01,4735.99
"Roberts, Jones and Johnson",2024-11-01,4735.89
"Riddle, Garcia and Carter",2024-11-01,4734.07
"Blackburn, Johnson and Garcia",2024-11-01,4732.19
"Davis, Richardson and West",2024-11-01,4732.14
"Johnson, Byrd and Wood",2024-11-01,4731.01
Smith-Martinez,2024-11-01,4730.23
Williams-Aguilar,2024-11-01,4729.76
Walker-Swanson,2024-11-01,4728.06
Hardy-Vega,2024-11-01,4727.12
Reid-Williams,2024-11-01,4726.17
Becker LLC,2024-11-01,4725.77
"Hancock, Stanton and Gomez",2024-11-01,4724.41
Anderson-Olsen,2024-11-01,4724.33
"Benitez, Terry and Mora",2024-11-01,4723.93
Noble-Oconnor,2024-11-01,4723.16
Schultz-Patel,2024-11-01,4722.55
Turner-Lopez,2024-11-01,4721.48
Bird LLC,2024-11-01,4720.65
"Kelly, Smith and Turner",2024-11-01,4719.12
Morales-Martinez,2024-11-01,4718.79
"Hoffman, Warren and Gilbert",2024-11-01,4718.3
"Porter, Bowen and Woodard",2024-11-01,4717.4
"Cox, Ray and Brooks",2024-11-01,4717.23
Reyes-Schultz,2024-11-01,4716.1
"Vincent, Zhang and Thomas",2024-11-01,4716.0
Walsh Inc,2024-11-01,4715.84
Gentry Group,2024-11-01,4714.26
Hanson PLC,2024-11-01,4713.64
Roach and Sons,2024-11-01,4713.53
Morrison-King,2024-11-01,4712.6
"Stein, Jackson and Williams",2024-11-01,4711.99
Weaver PLC,2024-11-01,4711.14
West and Sons,2024-11-01,4710.44
Graham Ltd,2024-11-01,4709.86
"Maldonado, Rodriguez and Moore",2024-11-01,4708.83
"Wright, Bauer and Stevens",2024-11-01,4708.55
Cooper-Taylor,2024-11-01,4706.99
Frazier-Macdonald,2024-11-01,4705.16
Baker-Kelley,2024-11-01,4703.74
Gonzales-Mays,2024-11-01,4703.05
"Novak, Williams and Hanson",2024-11-01,4702.51
Weber-Smith,2024-11-01,4702.23
Hodge Inc,2024-11-01,4701.96
Callahan Inc,2024-11-01,4701.61
"Owens, Holden and Mcmillan",2024-11-01,4701.49
Moore-Smith,2024-11-01,4701.47
"Brewer, Maxwell and Morton",2024-11-01,4699.84
Gonzales-Hernandez,2024-11-01,4699.12
"Tucker, Hughes and Shaw",2024-11-01,4698.1
Owens-Boyd,2024-11-01,4697.54
Fischer-Luna,2024-11-01,4697.48
Ortiz-Jenkins,2024-11-01,4695.62
Flores Ltd,2024-11-01,4693.05
Werner-Gallagher,2024-11-01,4691.75
"Carter, Underwood and Contreras",2024-11-01,4691.73
Butler-Hubbard,2024-11-01,4691.24
Ward-Dodson,2024-11-01,4691.05
"Morris, Davis and Baker",2024-11-01,4689.15
Roy PLC,2024-11-01,4687.69
Hutchinson and Sons,2024-11-01,4686.8
Doyle PLC,2024-11-01,4686.51
Norman-Wood,2024-11-01,4686.44
"Moyer, Allen and Bowers",2024-11-01,4685.75
"Gibbs, Hamilton and Ferguson",2024-11-01,4685.1
"Cook, Waters and Davenport",2024-11-01,4684.28
"Simpson, Miller and Small",2024-11-01,4683.76
Benson and Sons,2024-11-01,4683.44
"Charles, Ellis and Collier",2024-11-01,4681.3
"Davis, Huff and Greene",2024-11-01,4680.41
Turner PLC,2024-11-01,4679.09
Matthews-Wheeler,2024-11-01,4678.57
Gregory-Rogers,2024-11-01,4677.02
"Henderson, Ellis and Phillips",2024-11-01,4675.34
Kramer Group,2024-11-01,4675.06
Herrera-Smith,2024-11-01,4674.97
Franklin-Smith,2024-11-01,4674.76
"Martinez, Wilkerson and Cox",2024-11-01,4674.74
"Smith, Johnson and Ward",2024-11-01,4674.6
"Liu, Morris and Stephenson",2024-11-01,4674.28
Rowland-Hill,2024-11-01,4672.37
Carr and Sons,2024-11-01,4671.61
Joseph-Hill,2024-11-01,4671.04
Malone-Velazquez,2024-11-01,4668.97
Santiago-Murray,2024-11-01,4667.78
Ferguson-Robinson,2024-11-01,4666.05
Harrington-Mckay,2024-11-01,4664.3
Saunders and Sons,2024-11-01,4662.53
Moreno Group,2024-11-01,4661.78
"Peterson, Taylor and Melendez",2024-11-01,4660.43
Baker Ltd,2024-11-01,4660.38
Kennedy-Miller,2024-11-01,4659.51
Sandoval-Oliver,2024-11-01,4658.86
Jacobs Ltd,2024-11-01,4658.75
Torres-Kennedy,2024-11-01,4658.34
Douglas-Swanson,2024-11-01,4658.31
"Johnston, Hines and White",2024-11-01,4657.02
Harmon-Small,2024-11-01,4656.22
"Abbott, Garcia and Moran",2024-11-01,4654.02
"Evans, Johnson and Ellis",2024-11-01,4653.97
"Reyes, Bryant and Jenkins",2024-11-01,4653.65
Pugh-Werner,2024-11-01,4652.69
"Hendricks, Robles and Miller",2024-11-01,4652.29
Wright-Tran,2024-11-01,4652.2
Ortiz-Bennett,2024-11-01,4651.17
Brewer-Miller,2024-11-01,4650.4
Johnson-Lane,2024-11-01,4648.85
"Hughes, Gonzalez and Williams",2024-11-01,4648.57
Mason-Soto,2024-11-01,4647.0
"Benson, Brown and Hubbard",2024-11-01,4646.35
Leach Group,2024-11-01,4646.1
"Jones, Mosley and Navarro",2024-11-01,4644.55
Morris-Patel,2024-11-01,4644.27
"Ramirez, Shea and Murphy",2024-11-01,4643.58
"Oliver, Perry and Jenkins",2024-11-01,4642.95
Christian Ltd,2024-11-01,4641.71
Fuller PLC,2024-11-01,4641.08
Young-Carrillo,2024-11-01,4640.9
"George, Newman and Norman",2024-11-01,4640.85
Fisher-King,2024-11-01,4640.24
Davis-Lee,2024-11-01,4640.03
Ray-Wall,2024-11-01,4639.83
"Hodge, Ryan and Vazquez",2024-11-01,4639.13
"Davis, Roberts and Kim",2024-11-01,4638.88
"Jones, Barber and Stewart",2024-11-01,4637.8
"Jackson, Huynh and Williams",2024-11-01,4637.72
Dean-Raymond,2024-11-01,4636.45
Villegas-Cole,2024-11-01,4634.68
"Brown, Keller and Hill",2024-11-01,4629.31
Patrick PLC,2024-11-01,4629.27
"Garza, Hull and Huffman",2024-11-01,4628.78
Ferguson Group,2024-11-01,4628.05
Hall and Sons,2024-11-01,4627.67
"Snyder, Barker and Lozano",2024-11-01,4627.2
Cole-Roy,2024-11-01,4626.4
"Yoder, Ochoa and Lee",2024-11-01,4626.02
Wade-Smith,2024-11-01,4624.28
"Graves, Nunez and Bishop",2024-11-01,4623.57
Wood-Park,2024-11-01,4621.73
Becker and Sons,2024-11-01,4619.8
"Walter, Nguyen and Hall",2024-11-01,4619.67
"Owens, Kelly and Perez",2024-11-01,4619.66
"Walker, Reed and Garcia",2024-11-01,4619.21
"Hart, Moore and Hood",2024-11-01,4618.91
"Chen, Campbell and Nicholson",2024-11-01,4618.65
"Hernandez, Grant and Ellison",2024-11-01,4618.3
"Baker, Martin and Thompson",2024-11-01,4617.09
Mitchell-Scott,2024-11-01,4615.94
"Hunt, Potts and Davis",2024-11-01,4615.47
"Brooks, Johnson and Proctor",2024-11-01,4615.44
"Thomas, Farley and Pacheco",2024-11-01,4614.29
"Williams, Coleman and Parker",2024-11-01,4614.15
Bradley-Carr,2024-11-01,4613.39
"Brooks, Osborne and Stone",2024-11-01,4612.85
Delacruz LLC,2024-11-01,4612.54
Thompson-Schaefer,2024-11-01,4612.51
Martin-Ramirez,2024-11-01,4611.18
Reed Inc,2024-11-01,4611.11
Vasquez-Terry,2024-11-01,4609.97
Wilkinson-Acevedo,2024-11-01,4607.95
"Kim, Esparza and Garza",2024-11-01,4607.72
Booker-James,2024-11-01,4607.05
"Page, Anderson and Cameron",2024-11-01,4606.4
Moore-Reid,2024-11-01,4606.01
"Burton, Gray and Smith",2024-11-01,4605.42
"Jones, Ramirez and Barrera",2024-11-01,4605.15
Wells Inc,2024-11-01,4604.89
Maddox-Bryan,2024-11-01,4604.63
Riley-Cook,2024-11-01,4604.52
Brown-Fitzgerald,2024-11-01,4604.41
"Acosta, Marquez and Rivera",2024-11-01,4604.39
Jackson-Malone,2024-11-01,4603.08
"Mitchell, Dennis and Kaufman",2024-11-01,4603.01
Green-Rogers,2024-11-01,4602.68
Nicholson LLC,2024-11-01,4601.46
Berger-Mcbride,2024-11-01,4600.12
Foley-Moore,2024-11-01,4599.16
Patterson-Anthony,2024-11-01,4598.11
James-Cook,2024-11-01,4597.84
"Garrett, Sims and Brock",2024-11-01,4597.52
"Carr, Garcia and Miller",2024-11-01,4597.27
Simmons PLC,2024-11-01,4597.17
"Fisher, Pace and Villarreal",2024-11-01,4595.03
"Flores, Patton and Mullins",2024-11-01,4594.69
"Parker, Smith and Mathis",2024-11-01,4594.5
Stevens-Mendoza,2024-11-01,4594.19
"Johnson, Williams and Bryan",2024-11-01,4593.38
"Stone, Jackson and Jackson",2024-11-01,4593.27
"Stevens, Trevino and Evans",2024-11-01,4592.56
Mccoy Group,2024-11-01,4592.08
"Jones, Gomez and Walker",2024-11-01,4591.67
Bridges-Carter,2024-11-01,4590.94
"Moore, Reyes and Alexander",2024-11-01,4590.72
Dyer-Luna,2024-11-01,4589.59
Huffman Inc,2024-11-01,4589.38
Elliott Inc,2024-11-01,4588.64
"Morgan, Hernandez and Smith",2024-11-01,4588.13
Peterson-Sanders,2024-11-01,4587.83
Pham-Park,2024-11-01,4586.06
"Pennington, Rush and Gallagher",2024-11-01,4582.57
Richardson-Mccullough,2024-11-01,4581.28
"Davis, Oconnor and Garcia",2024-11-01,4578.71
"Duke, Franklin and Contreras",2024-11-01,4576.9
Ortiz Ltd,2024-11-01,4576.2
"Paul, Holloway and Carter",2024-11-01,4574.89
Mejia-Sanders,2024-11-01,4574.37
"Lewis, Shepard and Hall",2024-11-01,4573.85
"Lawson, Hammond and Smith",2024-11-01,4573.67
"Dunlap, Harvey and Daniels",2024-11-01,4572.9
Mendoza LLC,2024-11-01,4572.38
Turner-Rowland,2024-11-01,4572.11
Ellis Ltd,2024-11-01,4571.88
Burns-Yu,2024-11-01,4571.73
"Torres, Russell and Dorsey",2024-11-01,4571.28
"Kent, Weiss and Smith",2024-11-01,4570.14
"Ingram, Schwartz and Wilson",2024-11-01,4569.36
Baker-Horton,2024-11-01,4568.46
"Meyer, Wilson and Underwood",2024-11-01,4567.64
"King, Steele and Barton",2024-11-01,4565.87
Banks LLC,2024-11-01,4565.32
Mcmillan-Carroll,2024-11-01,4564.31
"Brown, Hunter and Barrett",2024-11-01,4564.3
"Stewart, Vasquez and Mooney",2024-11-01,4563.6
Fox and Sons,2024-11-01,4563.26
"Bates, Mcpherson and Barnes",2024-11-01,4562.8
Floyd-Davenport,2024-11-01,4562.7
Fleming Group,2024-11-01,4562.45
Bell-Fuller,2024-11-01,4561.56
"Wilson, Cardenas and Butler",2024-11-01,4561.23
Jones-Mccarthy,2024-11-01,4559.63
Knight-Mcknight,2024-11-01,4559.47
"Burton, Scott and Rich",2024-11-01,4557.5
"Cuevas, Thomas and Saunders",2024-11-01,4557.48
Barnett-Wallace,2024-11-01,4556.94
Williams-Hines,2024-11-01,4556.66
"Hansen, Roy and Thompson",2024-11-01,4556.4
Stevens-Smith,2024-11-01,4555.91
Johnson-Sanchez,2024-11-01,4554.15
"Sanchez, Heath and Shaw",2024-11-01,4552.87
"Shields, Costa and Armstrong",2024-11-01,4552.1
Miller-Smith,2024-11-01,4552.03
"Blanchard, Chaney and Parker",2024-11-01,4551.28
Crane-Adams,2024-11-01,4551.05
Pitts Group,2024-11-01,4549.05
Cardenas-Roth,2024-11-01,4548.63
Rodgers-Garza,2024-11-01,4546.41
Baxter Inc,2024-11-01,4546.35
Anderson-Allen,2024-11-01,4546.05
"Ramos, Marquez and Day",2024-11-01,4545.43
Little-Haas,2024-11-01,4545.37
Diaz-Park,2024-11-01,4545.31
"Ramos, Baker and Lawrence",2024-11-01,4545.3
"Weber, Clark and Garrett",2024-11-01,4545.2
"Brown, Cochran and Martin",2024-11-01,4544.94
Nunez Group,2024-11-01,4544.75
Avila Group,2024-11-01,4544.16
Hill-Smith,2024-11-01,4543.0
Lucas-Neal,2024-11-01,4542.71
Everett-Howe,2024-11-01,4542.7
Bryant PLC,2024-11-01,4541.84
"Huerta, Lopez and Green",2024-11-01,4540.6
"Roman, Rivas and Mcbride",2024-11-01,4540.57
Henry-Smith,2024-11-01,4540.08
Khan-Ingram,2024-11-01,4539.48
Ryan Ltd,2024-11-01,4538.2
"Ramirez, Burke and Roberts",2024-11-01,4538.12
Roman-Ware,2024-11-01,4538.02
Cook-Edwards,2024-11-01,4537.44
Guzman-Martin,2024-11-01,4536.63
"Kirk, Brown and Conner",2024-11-01,4535.82
Rivers Inc,2024-11-01,4535.61
"Fitzpatrick, Stevens and Williams",2024-11-01,4535.53
Mckinney Ltd,2024-11-01,4535.09
Owens-Evans,2024-11-01,4534.64
"Thompson, Klein and Webb",2024-11-01,4534.58
Burgess-Fox,2024-11-01,4534.17
Sloan and Sons,2024-11-01,4533.93
Robinson-Reed,2024-11-01,4533.71
Fields Ltd,2024-11-01,4530.84
Macdonald-Thomas,2024-11-01,4530.53
Smith-Chen,2024-11-01,4530.36
Watson-Shah,2024-11-01,4527.26
"Williams, Villanueva and Hawkins",2024-11-01,4527.17
"Harris, Morris and Thomas",2024-11-01,4526.75
"Bolton, Ferrell and Weaver",2024-11-01,4525.25
Hamilton-Cook,2024-11-01,4524.28
King-Jacobs,2024-11-01,4524.0
"Lopez, Williams and Lewis",2024-11-01,4523.72
Bright LLC,2024-11-01,4523.5
"Lane, Romero and Ray",2024-11-01,4522.95
Brandt-Hamilton,2024-11-01,4521.77
Nelson-James,2024-11-01,4519.1
Liu-Mahoney,2024-11-01,4516.12
Norris Group,2024-11-01,4515.01
Washington-Johnson,2024-11-01,4512.68
Watson-Horn,2024-11-01,4509.62
Robinson-Turner,2024-11-01,4509.54
Blackwell-Brady,2024-11-01,4506.67
Rivera-Dennis,2024-11-01,4504.16
"Ross, Rodriguez and Thomas",2024-11-01,4503.41
Reyes Group,2024-11-01,4503.01
"Ramos, Buckley and Sanders",2024-11-01,4502.89
Charles PLC,2024-11-01,4501.17
"Carpenter, Jordan and Hill",2024-11-01,4498.88
"Pierce, Gutierrez and Brown",2024-11-01,4498.66
Thomas LLC,2024-11-01,4498.51
Pineda-Aguilar,2024-11-01,4495.75
Owens-Duncan,2024-11-01,4493.88
"Stewart, Mccall and Marshall",2024-11-01,4493.57
Maynard Ltd,2024-11-01,4492.48
"Brown, Taylor and Pena",2024-11-01,4491.87
Prince Ltd,2024-11-01,4491.01
Reyes and Sons,2024-11-01,4490.58
Guzman-Chandler,2024-11-01,4490.54
"Richards, Maddox and Willis",2024-11-01,4489.83
"Fletcher, Burch and Sparks",2024-11-01,4489.68
Jones-Johnson,2024-11-01,4488.9
Payne-Baker,2024-11-01,4485.73
Smith-Sparks,2024-11-01,4485.38
Love Ltd,2024-11-01,4485.06
"Scott, Diaz and Martin",2024-11-01,4483.54
Bennett and Sons,2024-11-01,4482.61
Vega and Sons,2024-11-01,4481.93
Stark-Carrillo,2024-11-01,4481.67
Ramirez LLC,2024-11-01,4478.88
Poole-Buchanan,2024-11-01,4478.12
Hayes-Ramos,2024-11-01,4477.78
Harrington-Cherry,2024-11-01,4477.6
"Mason, Mcdaniel and Butler",2024-11-01,4474.72
"Mullins, Sanders and Conner",2024-11-01,4473.83
Marshall-Beard,2024-11-01,4473.67
Yang and Sons,2024-11-01,4473.38
West-Porter,2024-11-01,4472.16
"Logan, Rivas and Fuller",2024-11-01,4472.04
Wagner and Sons,2024-11-01,4470.34
"Hughes, Jones and Campos",2024-11-01,4469.06
"Smith, Sharp and Larson",2024-11-01,4467.41
Anderson-Myers,2024-11-01,4466.99
"Lewis, Massey and Herring",2024-11-01,4466.85
"Curtis, Fischer and Adkins",2024-11-01,4463.81
Hill-Woods,2024-11-01,4463.3
"Jacobson, Lang and Lawrence",2024-11-01,4462.5
"Davis, Tucker and Schroeder",2024-11-01,4461.98
Stafford Group,2024-11-01,4461.91
"Valdez, Adkins and Bell",2024-11-01,4459.99
"Edwards, Benson and Willis",2024-11-01,4459.39
Hamilton-Howard,2024-11-01,4459.17
Ramos PLC,2024-11-01,4459.03
"Neal, Martinez and Vaughn",2024-11-01,4457.28
Yoder and Sons,2024-11-01,4457.26
"Gonzalez, Rivas and Floyd",2024-11-01,4456.89
"Davis, Marks and Bray",2024-11-01,4456.1
Mason-Hickman,2024-11-01,4454.95
Griffith PLC,2024-11-01,4453.53
Hernandez-Davis,2024-11-01,4451.42
Wade-Cole,2024-11-01,4448.93
"Chen, Martinez and Valentine",2024-11-01,4448.52
Clark Ltd,2024-11-01,4447.599999999999
Shaffer PLC,2024-11-01,4446.55
Benton Inc,2024-11-01,4446.54
Sanchez-Carey,2024-11-01,4445.25
"Dawson, Bright and Medina",2024-11-01,4444.86
Weaver Group,2024-11-01,4444.41
"Sanders, Townsend and Holmes",2024-11-01,4444.09
Donaldson Inc,2024-11-01,4443.95
Black Ltd,2024-11-01,4443.44
Stewart-Jackson,2024-11-01,4443.15
"Murray, Hicks and Hull",2024-11-01,4442.8
Price-Dixon,2024-11-01,4442.63
Harvey-Taylor,2024-11-01,4442.03
Copeland-Rogers,2024-11-01,4441.3
"Lee, Smith and Ross",2024-11-01,4439.65
"Santiago, Miranda and Anderson",2024-11-01,4439.55
"Jackson, Fitzpatrick and Frazier",2024-11-01,4435.81
Little LLC,2024-11-01,4435.05
Whitaker and Sons,2024-11-01,4434.14
Baker Group,2024-11-01,4432.12
"Brown, May and Norman",2024-11-01,4430.72
Miller-Lopez,2024-11-01,4429.08
"Carr, Morales and Vargas",2024-11-01,4428.92
Wade-Scott,2024-11-01,4428.34
James-Barrera,2024-11-01,4428.12
"Lyons, Morgan and Taylor",2024-11-01,4426.92
Walker LLC,2024-11-01,4424.57
Munoz-Scott,2024-11-01,4422.17
Flynn LLC,2024-11-01,4421.83
"Marsh, Rice and Horn",2024-11-01,4421.33
Scott Ltd,2024-11-01,4420.18
Hughes-Wilson,2024-11-01,4420.17
Contreras Inc,2024-11-01,4419.85
Tran Ltd,2024-11-01,4419.73
Mann-Sutton,2024-11-01,4418.78
Duncan-Lopez,2024-11-01,4418.63
Rose-Anderson,2024-11-01,4418.51
Norris-Pugh,2024-11-01,4417.51
Crosby PLC,2024-11-01,4416.47
Frey PLC,2024-11-01,4416.42
"Silva, Case and Pope",2024-11-01,4416.37
Cooper-Turner,2024-11-01,4413.53
Nicholson Inc,2024-11-01,4412.5
"Robinson, Patrick and Bradley",2024-11-01,4412.0
"Hill, Taylor and Perkins",2024-11-01,4411.64
"Mcdonald, Avila and Knight",2024-11-01,4411.15
Johnson-Hays,2024-11-01,4408.32
"Brown, Roberts and Harris",2024-11-01,4408.22
Stewart-Bennett,2024-11-01,4408.1
Cantu and Sons,2024-11-01,4407.01
"Moore, Oliver and Poole",2024-11-01,4406.71
Porter-Morrow,2024-11-01,4405.37
Carter-Jenkins,2024-11-01,4405.26
Ford LLC,2024-11-01,4404.28
"Palmer, Hernandez and Velazquez",2024-11-01,4404.02
Mills-Rice,2024-11-01,4403.39
"Weaver, Mathews and Barrett",2024-11-01,4403.05
"Brooks, Miller and Warren",2024-11-01,4402.92
Hoffman Group,2024-11-01,4402.56
Henry Group,2024-11-01,4402.06
Payne PLC,2024-11-01,4401.22
"Brown, Gomez and Gibson",2024-11-01,4400.42
"Brooks, Jackson and Mccullough",2024-11-01,4398.92
"Silva, Mcdonald and Singh",2024-11-01,4398.2
Williams-Campbell,2024-11-01,4398.04
Ayala and Sons,2024-11-01,4397.89
"Rodriguez, Dalton and Miller",2024-11-01,4397.48
"Henderson, Mcdonald and Evans",2024-11-01,4396.73
"Blake, Luna and Lang",2024-11-01,4395.35
"Alvarez, Smith and Turner",2024-11-01,4393.73
"Williams, Thomas and Norris",2024-11-01,4393.48
Walters-Patel,2024-11-01,4393.38
Adams-Chapman,2024-11-01,4391.64
Smith-Black,2024-11-01,4391.39
"Walker, Garrison and Adams",2024-11-01,4390.25
Rivers Ltd,2024-11-01,4388.88
Leonard PLC,2024-11-01,4388.81
Love-Nelson,2024-11-01,4388.79
Arnold-Taylor,2024-11-01,4387.68
"Green, Decker and Huynh",2024-11-01,4386.58
"Ibarra, Collins and Thomas",2024-11-01,4384.81
"Andrews, Kelly and Johnson",2024-11-01,4383.66
"Porter, Cox and Harris",2024-11-01,4382.8
"Hunt, Barry and Davis",2024-11-01,4382.41
"Jenkins, Barber and Carlson",2024-11-01,4380.87
"Shelton, Curtis and Chambers",2024-11-01,4380.78
Steele and Sons,2024-11-01,4380.29
"Rosario, Weber and Jones",2024-11-01,4380.18
"Lee, Schwartz and Wood",2024-11-01,4379.23
Davis-Jenkins,2024-11-01,4376.33
"Mills, Webster and Peters",2024-11-01,4375.52
Ellis PLC,2024-11-01,4375.51
Johnson-Lewis,2024-11-01,4374.42
Fisher Inc,2024-11-01,4374.27
Mcclain-Hunt,2024-11-01,4371.51
Hobbs-Fernandez,2024-11-01,4370.18
Sherman Inc,2024-11-01,4367.74
Tucker Ltd,2024-11-01,4365.3
"Day, Wood and Hernandez",2024-11-01,4365.22
"Mayo, White and Cantrell",2024-11-01,4365.17
Coleman-Walton,2024-11-01,4364.92
Johnson-Williams,2024-11-01,4364.56
"Phelps, Case and Campbell",2024-11-01,4363.87
Morgan Ltd,2024-11-01,4362.45
Ortiz-Garrett,2024-11-01,4362.26
"Mendez, Chaney and Pacheco",2024-11-01,4361.66
Mcdaniel-Perez,2024-11-01,4361.36
"Christensen, Vazquez and Morales",2024-11-01,4361.04
"Walker, Ortiz and Waters",2024-11-01,4359.91
Carter-Rubio,2024-11-01,4359.1
Hood Inc,2024-11-01,4358.93
"Powers, Forbes and Foster",2024-11-01,4357.4
Long-Osborne,2024-11-01,4357.27
Everett and Sons,2024-11-01,4357.1
Williams-Holmes,2024-11-01,4356.54
Chavez-Mayer,2024-11-01,4353.89
Phillips-Trujillo,2024-11-01,4350.17
Jacobs Group,2024-11-01,4349.4
"Mathews, Franklin and Huber",2024-11-01,4348.68
Owens Group,2024-11-01,4348.49
Moreno-Ayala,2024-11-01,4348.08
Bishop LLC,2024-11-01,4347.45
Thompson-Harris,2024-11-01,4346.21
Vargas-Hammond,2024-11-01,4346.05
Mcdaniel-Brown,2024-11-01,4345.58
Shea PLC,2024-11-01,4345.58
"Barton, Perez and Velez",2024-11-01,4345.34
"Mccoy, Logan and Cook",2024-11-01,4345.23
"Salazar, Kim and Schwartz",2024-11-01,4344.89
Butler-Dixon,2024-11-01,4342.73
"Baker, Arnold and Foster",2024-11-01,4342.42
Medina-Boyer,2024-11-01,4342.31
Ramos-Anderson,2024-11-01,4342.21
"Simon, Morgan and Crawford",2024-11-01,4342.1
Richardson-Garza,2024-11-01,4341.36
Flores-Rowland,2024-11-01,4341.2
"Walker, Stewart and Watson",2024-11-01,4341.03
"Nguyen, Allen and Williams",2024-11-01,4340.94
Ramirez-Rice,2024-11-01,4340.42
"Osborn, House and Powell",2024-11-01,4340.22
Pugh and Sons,2024-11-01,4339.9
Reese-Jenkins,2024-11-01,4339.61
Bond PLC,2024-11-01,4339.55
Tran-Mcdaniel,2024-11-01,4339.11
Chan-Gonzales,2024-11-01,4337.99
Gutierrez PLC,2024-11-01,4337.24
Price-Cross,2024-11-01,4337.23
"Mccormick, Martin and Hernandez",2024-11-01,4335.52
Hopkins-Alexander,2024-11-01,4333.19
Hansen Inc,2024-11-01,4332.45
Davis-Costa,2024-11-01,4331.69
Wright-Ryan,2024-11-01,4330.99
"Tyler, Schultz and Murphy",2024-11-01,4330.12
Espinoza Group,2024-11-01,4329.78
Parker-Grant,2024-11-01,4327.88
Burke-Hendricks,2024-11-01,4326.33
Lloyd-Martinez,2024-11-01,4325.4
Maldonado PLC,2024-11-01,4324.66
"Becker, Fisher and Villegas",2024-11-01,4323.47
"Daniel, Park and Edwards",2024-11-01,4323.46
Gibson PLC,2024-11-01,4323.2
Ellis-Drake,2024-11-01,4321.51
Bailey-Lopez,2024-11-01,4321.02
"Martinez, Cordova and Hall",2024-11-01,4320.73
Mcintosh-Hamilton,2024-11-01,4320.36
"Noble, Rodriguez and Edwards",2024-11-01,4317.93
Gay-Johnson,2024-11-01,4317.44
Smith-Stephenson,2024-11-01,4317.37
Hodge-Murphy,2024-11-01,4317.32
Morse-Morales,2024-11-01,4316.95
Hubbard-King,2024-11-01,4314.45
Davenport-Peterson,2024-11-01,4314.43
Hall PLC,2024-11-01,4313.38
Fisher-Bishop,2024-11-01,4313.32
Allen-Rodriguez,2024-11-01,4312.54
"Avery, Christensen and Little",2024-11-01,4311.62
