merchant_name,avg_txn_value
Castillo-Lewis,4932.84
"Miller, Finley and Lowery",4932.78
Roberts-Jackson,4932.69
"Campbell, Harris and Robinson",4932.64
"Pittman, Bond and Bailey",4932.54
"Le, Williams and Jones",4932.52
"Reyes, Porter and Rodriguez",4932.51
Bean-Carter,4932.45
"Cochran, Jones and Richardson",4932.36
Watts-Reed,4932.3
Torres-Gutierrez,4931.96
Manning-Lynch,4931.95
Petersen-Hansen,4931.92
"Rogers, Thomas and Turner",4931.84
"Moses, Jackson and Vazquez",4931.77
"Collins, Wilson and Johnson",4931.72
"Vasquez, Stanley and Smith",4931.63
Huang-Lyons,4931.61
Briggs-Fletcher,4931.59
Perez-Wu,4931.52
"Christensen, Walsh and Bruce",4931.39
Johnson-Craig,4931.38
Washington-Chan,4931.37
Bush-Morrison,4931.35
"Wilson, Nguyen and Hicks",4931.31
Callahan-Richards,4931.21
"Fletcher, Calderon and Carr",4931.06
Spencer-Hughes,4931.01
"Dixon, Floyd and Bradley",4930.88
Whitehead Group,4930.88
"Collins, Ramirez and Cross",4930.87
"Lee, Martinez and Kirk",4930.56
Hess-Goodman,4930.35
"Holmes, Richardson and Craig",4930.28
Wilson-Bullock,4930.25
"Coleman, Riley and Liu",4930.2
"Johnson, Evans and Walker",4930.17
"Davis, Robinson and Pace",4929.93
"Santiago, Clarke and Turner",4929.88
"Jones, Smith and Marsh",4929.88
Chavez-Hunter,4929.79
Cardenas-Christensen,4929.77
"Mcmahon, Henry and Barnes",4929.7
Frost-Fritz,4929.57
Zamora-Taylor,4929.52
"Burns, Arnold and Roberts",4929.5
Hall-Jones,4929.49
Barnes-Costa,4929.48
Miller-Mcbride,4929.2
Gregory-Wallace,4929.16
Moore-Ford,4929.06
Perry-Barber,4928.98
"Livingston, Perry and Adams",4928.95
"Payne, Beltran and Newton",4928.76
"Hall, Wright and Parker",4928.6
Shields-Rivera,4928.58
"Smith, Hudson and Shea",4928.56
Holt-Diaz,4928.56
Roth-Barrera,4928.55
"Mathis, Moreno and Briggs",4928.54
"Harrell, Lee and Galvan",4928.51
"Suarez, Stokes and Reed",4928.5
"Paul, Thomas and Dickerson",4928.31
"Jordan, Bryan and Brown",4928.3
Vincent-Boyd,4928.29
"Martin, Carroll and Brown",4928.19
"Mcdonald, Smith and Webb",4927.91
Robinson-Miller,4927.7
Berry-Gomez,4927.69
Cruz-Allen,4927.69
"Woods, Roberts and Lewis",4927.64
"King, Walker and Coffey",4927.59
Davis-Boone,4927.59
Lewis-Berry,4927.45
"Johnson, Jackson and Beck",4927.41
Bryant-Williams,4927.32
Yang-Delacruz,4927.31
Acosta-Garcia,4927.26
Hudson-Scott,4927.04
"Burton, Martinez and Frazier",4926.96
"Valdez, Jimenez and Gomez",4926.88
"Parker, Moyer and Parker",4926.86
Key and Sons,4926.86
Gibson-Brewer,4926.74
"Turner, Miller and Jones",4926.69
"Le, Martin and Roberts",4926.3
"Newman, Knox and Hardy",4926.29
Dyer-Johnson,4926.17
"Diaz, Coleman and Brown",4926.11
Goodwin-Lewis,4926.1
Simpson-Henderson,4926.05
"Thomas, Collier and Aguilar",4926.0
"Wilson, Dillon and Parker",4925.94
"Sandoval, Torres and Taylor",4925.93
"Gordon, Roberts and Hendricks",4925.8
Stewart-Barnes,4925.79
"Andersen, Curry and Wells",4925.73
"Mcdonald, Simmons and Ruiz",4925.63
"Garcia, Wilson and Burns",4925.63
"Lee, Williams and Miller",4925.35
Reid-Cunningham,4925.29
"Miller, Gray and Johnson",4925.24
"Lopez, Collins and Brown",4925.23
Ward-Davis,4925.21
"Burgess, Zhang and Gibson",4925.1
"Cook, Hahn and Gray",4925.07
"Barker, Valdez and Bullock",4925.0
Johnson-Spence,4924.96
Rios-Jimenez,4924.82
"Ball, Craig and Davis",4924.77
Graham-Johnson,4924.69
Morris-Roberts,4924.58
"Estrada, Wright and Hardin",4924.5
"James, Cook and Boyd",4924.41
Weaver-Dean,4924.39
"Miller, Mills and Mcguire",4924.36
Kelly-Bonilla,4924.35
"Keller, Freeman and Meyers",4924.28
Clarke-Myers,4924.27
Jones-Mckenzie,4924.13
"Warren, Sanchez and Pennington",4923.44
"Smith, Warren and Collier",4923.37
Galvan-Barrett,4923.31
"Stewart, Thomas and Santiago",4923.3
"Morris, Reid and Andrade",4923.25
"Hansen, Williams and Hernandez",4923.22
Garrett-Barnett,4923.22
Moore-Allen,4923.22
"Chase, Bennett and Ellison",4923.04
Wiley-Combs,4922.87
"Schroeder, Sullivan and Roberts",4922.8
Dawson-Hanson,4922.78
Clark-Ferrell,4922.6
"Turner, Mejia and Patel",4922.34
Miller-Sanders,4922.33
Vargas-Eaton,4922.22
Wolfe-Reynolds,4922.19
"Aguirre, Ramirez and Johnson",4922.14
Mckay-Cruz,4922.1
Whitney-Walker,4922.04
"Young, Schultz and Harper",4921.96
Webster-Brown,4921.95
Reyes-Ramirez,4921.94
West-Mills,4921.92
Jones-Blanchard,4921.83
Mills-Greene,4921.74
Schwartz-Bishop,4921.6
Reynolds-Frazier,4921.59
"Reyes, Sullivan and Brown",4921.51
Shepard-Baldwin,4921.48
Young-Bradshaw,4921.46
Blair-Poole,4921.3
Phillips-Flores,4921.2
Evans-Mclaughlin,4921.14
"Stuart, Williams and Smith",4921.12
Guzman-Johnson,4920.95
Atkinson-Kennedy,4920.79
Pope-Kelley,4920.79
Rose-Gibbs,4920.67
Cooke-Richardson,4920.65
Wallace-Flores,4920.39
Newman-Diaz,4920.21
Chen-Sparks,4920.16
Jensen-Russell,4920.13
Adams-Stanton,4920.12
"Gill, White and Turner",4920.08
"Mercer, Byrd and Ramirez",4920.0
"Briggs, Williams and Ortega",4919.99
Wright-Mathews,4919.98
Romero-Salazar,4919.86
Avery-Kaufman,4919.71
"Taylor, Duncan and Bray",4919.61
Stevens-Hale,4919.55
"Leach, Lewis and Hahn",4919.52
"Wilson, Jones and Brown",4919.47
"Mcclain, Tran and Sherman",4919.38
"Taylor, Cisneros and Knight",4919.36
"Wallace, Stafford and Callahan",4919.17
Collins-Calderon,4919.08
"Sanchez, Lowe and Gonzales",4919.03
"Osborne, Simmons and Matthews",4918.71
Lam-Kennedy,4918.67
"Taylor, Sherman and Roberts",4918.56
"Murphy, Guerrero and Davis",4918.29
"Russo, Mcintyre and Bowman",4918.09
Foster-Thompson,4917.98
"Hartman, Thomas and Smith",4917.95
Brennan-Delacruz,4917.92
Williams-Conway,4917.89
"Turner, Sawyer and Collins",4917.83
"Johnson, Davis and Welch",4917.67
Huynh-Gordon,4917.67
Elliott-Schneider,4917.62
Farmer-Hogan,4917.61
Delgado PLC,4917.61
"Baker, Welch and Chapman",4917.58
Contreras-Leblanc,4917.49
"Knox, Parker and Luna",4917.48
Hall-Clements,4917.46
"Hughes, Rocha and Hudson",4917.38
Vincent-Davis,4917.32
"Miller, Zamora and Brown",4917.28
"Miller, Gomez and Robinson",4917.26
Martinez-Mathews,4917.21
Long-Stone,4917.13
Ochoa-Collins,4917.08
"Peterson, Powell and Alvarez",4917.0
Perez-Benson,4916.79
Raymond-Harris,4916.74
"Lewis, Sandoval and Ali",4916.72
"Watson, Garrison and Carter",4916.62
Lee-Perez,4916.26
"Bridges, Hill and Howell",4916.22
King-Clark,4916.21
"Miles, Reese and George",4916.17
Robbins-Fritz,4916.14
"Brown, Dean and Brown",4916.1
"Taylor, Burke and Hicks",4915.98
Todd-Miller,4915.92
"Gaines, Daniels and Morales",4915.89
"Leonard, Flores and Schwartz",4915.8
"Warner, Ellis and Leach",4915.73
Oconnor-Silva,4915.49
"Banks, Hall and Perez",4915.44
Calderon-Morgan,4915.25
"Cuevas, Knox and Vega",4915.24
"Skinner, Pierce and Price",4915.14
Thomas-Romero,4914.98
"Walsh, Bates and Rhodes",4914.86
Taylor-Davenport,4914.78
Douglas-Harris,4914.77
"Olson, Mcintosh and Ramirez",4914.71
Jones-Vasquez,4914.33
"Bowen, Whitaker and Smith",4914.3
Hendrix Ltd,4914.21
Johnson-Dorsey,4914.21
"Velazquez, Mosley and Peters",4913.9
"Scott, Hawkins and Williamson",4913.89
Cook-Cummings,4913.81
"Ray, Berger and Malone",4913.7
Brown-Payne,4913.67
"Sloan, Chaney and Weiss",4913.62
Hogan-Cline,4913.5
Young-Medina,4913.27
"Todd, Lam and Koch",4912.81
"Wu, Case and Douglas",4912.77
Bates-Tran,4912.26
Reynolds-Roberts,4912.25
Chandler-Hernandez,4912.19
"Rivera, Dodson and Smith",4912.19
Roberts-Greene,4912.19
"Jones, Johnson and Morris",4912.17
"Ellis, Joseph and Andrews",4912.16
Shelton-Carr,4912.14
Logan-Walls,4912.12
Cruz-Norman,4912.1
"Campbell, Johnson and Caldwell",4912.0
"Downs, Montgomery and Tucker",4911.98
Mcintyre-Bailey,4911.94
Adkins-Waters,4911.85
Pacheco-Schmidt,4911.52
"Jones, Terry and Neal",4911.33
Shelton-Taylor,4911.32
"Davidson, Sutton and Ayers",4911.29
"Miller, Dyer and Johnson",4911.26
Lopez-Wilcox,4911.05
Soto-King,4911.01
"Hughes, Aguilar and Wright",4910.94
"Schneider, Jones and Thompson",4910.93
Medina-Ramirez,4910.9
Grant-Gilbert,4910.87
"Cruz, Frazier and Olson",4910.68
Campbell-Waller,4910.38
White-Odonnell,4910.3
"Anderson, Swanson and Dominguez",4910.2
"Kent, Parsons and Davis",4910.19
Norman-Cole,4910.18
Johnson-Briggs,4910.02
"Haynes, Porter and Watts",4909.78
Rivera-Bishop,4909.68
"Sandoval, Williams and Powers",4909.54
"Jones, Wallace and Romero",4909.54
Adkins-Rodriguez,4909.43
"Brady, Hawkins and May",4909.3
"Meyer, Collins and Williams",4909.2
"Stout, Wolf and Pierce",4909.2
"Ibarra, Daniels and Gonzalez",4908.65
Berg-Fernandez,4908.52
"Haney, Morrison and Farmer",4908.18
Harris-Mcmillan,4908.05
"Wallace, Cook and Thompson",4907.9
Hampton-Skinner,4907.86
"Norris, Campos and Mccoy",4907.75
Hester-Mason,4907.62
"Moore, Terry and Chavez",4907.49
"Davila, Bailey and Hill",4907.48
"Mendoza, Thornton and Elliott",4907.4
Bray-Carter,4907.3
"Mcmillan, Whitaker and Mcneil",4907.21
Fleming-Ramos,4907.12
Meyer-Snyder,4907.07
"Smith, Smith and Aguilar",4907.06
"Myers, Singh and Sutton",4906.99
Sheppard-Woods,4906.98
"Ford, Hernandez and Wilcox",4906.95
"Harris, Campbell and Richardson",4906.83
Jennings-Potter,4906.64
"Brown, Bailey and Goodwin",4906.55
"Hammond, Bennett and Russell",4906.53
Garcia-Oconnell,4906.51
Nielsen-Bennett,4906.47
"Neal, Tran and Hurst",4906.44
Haynes-Gallagher,4906.41
Cannon-Hunter,4906.35
Mclaughlin-Davidson,4906.34
"Gregory, Reynolds and Henderson",4906.19
Keller-Bailey,4906.07
Mckinney-Harris,4905.99
Combs-Shelton,4905.9
Pearson-Rowe,4905.85
"Anderson, Armstrong and Rodriguez",4905.83
"Morgan, Griffin and Sloan",4905.76
"Bonilla, Gross and Reed",4905.75
"Davis, Evans and Dawson",4905.72
"Mahoney, Lamb and Perry",4905.71
"Harris, Johnson and Combs",4905.65
Baker-Payne,4905.51
Klein-Glass,4905.47
"Jenkins, Moyer and Hoffman",4905.46
Stone-Gutierrez,4905.36
"Snow, Kelly and Neal",4905.3
"May, Ortiz and Wells",4905.23
"Miller, Perez and Martin",4905.23
"Allen, Montgomery and Bowen",4905.16
"Hanna, Bell and Gregory",4905.02
Cisneros-Mejia,4904.98
"Pham, Smith and Cruz",4904.94
Mccoy-Mcgee,4904.84
Hartman-Campbell,4904.77
"Wright, Reynolds and Kim",4904.6
Owens-Simmons,4904.6
Young-Lopez,4904.37
"Webb, Price and Lewis",4904.31
"Montgomery, Harris and Jones",4904.29
"Martinez, Gomez and Garza",4904.06
Brewer-Choi,4903.96
Barry-Miller,4903.93
Flores-Sanchez,4903.91
Shaw-Perez,4903.88
"Watkins, Edwards and Carey",4903.77
"Crawford, Bray and Hunter",4903.7
Rodriguez-Byrd,4903.6
Richard-Fitzpatrick,4903.52
Pierce-Grimes,4903.52
"Nelson, Stevenson and Taylor",4903.41
"Robinson, Lawson and Nguyen",4903.4
"Baker, Herring and Johnston",4903.39
"Hall, Jones and Kerr",4903.38
"Warner, Richardson and Valdez",4903.37
Jackson-Simmons,4903.36
Brown-Aguirre,4903.35
Patterson-Yoder,4902.95
"Cline, Bryant and Carr",4902.92
Russell-Colon,4902.89
Jennings-Cole,4902.8
"Johnson, Mccormick and Alvarez",4902.76
"Mitchell, Harrell and Avila",4902.68
"Vazquez, Mcdowell and Wade",4902.6
"Kramer, Gonzalez and Williams",4902.54
Jefferson-Mitchell,4902.54
"Garcia, Hernandez and Torres",4902.37
"Ortiz, Watkins and Kelly",4902.36
"Smith, Sutton and Chen",4902.27
"Burnett, Schwartz and Hoffman",4902.26
"King, Moore and White",4902.1
"Martinez, Parker and Zavala",4902.08
Cooke-Kent,4902.04
"Collins, Pacheco and Vincent",4901.93
Carter-Hendricks,4901.92
"Houston, Richards and Johnson",4901.8
Miller-Swanson,4901.68
Klein-Norton,4901.62
"Sheppard, Hall and Everett",4901.57
Davis-Gillespie,4901.56
Manning-Wilcox,4901.51
Harrell-Lara,4901.39
"Perez, Chandler and Mullins",4901.2
"Hughes, Wade and Martinez",4901.17
"Graves, Coleman and Berry",4901.17
Wilson-Parrish,4901.09
"Carroll, Pena and Moore",4901.08
"Holder, Hendrix and Andrade",4901.04
Hinton-Lane,4900.76
"Stein, Glenn and Weeks",4900.75
"Smith, Kelley and Rowland",4900.72
Vasquez-Mason,4900.72
"Hamilton, Thompson and Harrison",4900.62
"Jones, Kelly and Barrera",4900.58
Figueroa-Petersen,4900.42
"Rodriguez, Bryant and Brown",4900.38
"Davis, Davis and Randolph",4900.23
Pham-Francis,4899.81
Edwards-Hughes,4899.79
"Daniels, Wilson and Evans",4899.74
"Montoya, Green and Davis",4899.54
Lopez-Pittman,4899.48
Simmons-Carlson,4899.39
York-Anderson,4899.35
"Stone, Howard and Smith",4899.23
"Wilkinson, Jordan and Frazier",4899.16
Baker-Hall,4898.81
"Vargas, Davis and Meadows",4898.45
"Robertson, Kidd and Morales",4898.33
Ward-Hood,4898.28
"Simmons, Wilson and Bauer",4898.25
"Henderson, Austin and Mason",4898.02
"Salazar, Baldwin and Thompson",4898.01
Richardson-Young,4897.94
Jackson-Collins,4897.91
Wall-Foster,4897.9
Johnson-Mayo,4897.83
"Lawson, Griffin and Edwards",4897.64
"Matthews, Romero and Nash",4897.49
"Jensen, Martinez and Bishop",4897.24
"Chavez, Tucker and English",4897.21
Davila-Barrett,4897.17
Vang-Miller,4897.0
"Zimmerman, Nguyen and Sanchez",4896.97
Davenport-Smith,4896.74
Jackson-Davis,4896.69
"Boyd, White and Hart",4896.59
"Davidson, Beasley and Daniel",4896.58
Watkins-Bell,4896.56
"Dudley, Hernandez and Hogan",4896.26
Nelson-Lewis,4896.15
"Mcdaniel, Brewer and Jarvis",4896.12
Wong-Nelson,4896.08
Escobar-Wheeler,4896.07
"Joyce, Cross and Castaneda",4896.04
"Chavez, Murphy and Sullivan",4896.02
"Martinez, Phillips and Archer",4895.99
James-Burns,4895.88
Walton-Jackson,4895.69
"Mitchell, Carpenter and Meyer",4895.63
Silva-Gray,4895.63
"Hogan, Lutz and Moore",4895.5
"Moore, Mendez and Green",4895.46
Delgado-Schroeder,4895.43
Calderon-Swanson,4895.31
"Tapia, Ibarra and Moore",4895.3
"Smith, Armstrong and Stanley",4895.25
"Miller, Miller and Wilkinson",4895.24
"Adams, Nelson and Jackson",4895.15
"Parker, Colon and Meyer",4894.89
"Reyes, Gonzalez and Buchanan",4894.88
"Holmes, Bush and Rogers",4894.88
"Booth, Velazquez and Anderson",4894.83
"Walker, Smith and Cummings",4894.76
"Curry, Miller and Carroll",4894.75
Jarvis-Leon,4894.69
Arnold-Ware,4894.64
Ward-Nguyen,4894.63
Yu PLC,4894.49
Love-Watson,4894.34
Murphy-Hood,4894.34
Hall-Landry,4894.18
Butler-Wallace,4894.12
Mercer-Hurst,4893.89
"Johnson, Marquez and Anderson",4893.81
Cunningham-Dunn,4893.71
Ellison-Melendez,4893.5
Wallace-Freeman,4893.34
Barrett-Dennis,4893.25
"Turner, Mendoza and Miller",4893.24
"Lewis, Foster and Rivera",4893.1
"Cook, Morrison and Howard",4893.09
Fitzgerald-Miller,4892.97
"Pierce, Robles and Stephens",4892.58
Howell-Pope,4892.49
Lopez-Russell,4892.44
Mcgee-Hernandez,4892.43
"Hurley, Proctor and Salazar",4892.35
Austin-Murray,4892.29
"Silva, Martin and Avila",4892.04
Higgins-Wilson,4892.04
"Williams, Clark and Fields",4891.92
"Doyle, Garcia and Gardner",4891.91
"Rose, Jones and Warren",4891.71
Rodriguez-Little,4891.66
"Garcia, Drake and Kramer",4891.57
"Acosta, Smith and Payne",4891.56
"Cox, Cantu and Palmer",4891.5
"Green, Singleton and Olson",4891.47
"Hall, James and Richard",4891.47
Beltran-Lamb,4891.43
"Powell, Williams and Rowe",4891.1
"Mcgee, Silva and Caldwell",4891.05
"Turner, Cardenas and Vincent",4891.04
Moore-Harrison,4890.87
"Aguilar, Barnes and Massey",4890.83
"Stephens, Powell and Williams",4890.81
Ruiz-Joseph,4890.79
Anderson-Rasmussen,4890.63
Collins-Beard,4890.54
"Jackson, Jones and Lawrence",4890.47
Buchanan-Camacho,4890.32
"Hill, Douglas and Bell",4890.31
"Blake, Wise and Dillon",4890.21
Olson-Jones,4890.05
"Thomas, Williams and Serrano",4889.86
Chung-Welch,4889.85
"Gonzalez, Rice and Rojas",4889.7
Mendoza-Johnston,4889.69
"Huffman, Williams and Thomas",4889.68
"Jordan, Ramirez and Strickland",4889.52
"Hughes, Eaton and Wang",4889.34
"Mendoza, Long and Jones",4889.33
Harrington-Chambers,4889.07
Patterson-Short,4888.94
Morse-Fox,4888.93
"Schmidt, Riley and Beck",4888.91
"Pena, Young and Santos",4888.87
"Schmidt, Cisneros and Rodriguez",4888.81
"Haney, Mccoy and Davis",4888.59
"Williams, Hunter and Alvarez",4888.54
Huang-Ware,4888.52
"Murphy, Burton and Hodge",4888.43
Cisneros-Morales,4888.2
"Evans, Lee and Duarte",4887.95
"Morris, Barber and Gomez",4887.89
"Velasquez, Camacho and Maddox",4887.86
Cabrera-Martinez,4887.825000000001
"Powell, Walker and Williams",4887.73
"Patton, Jackson and Lee",4887.66
Clark-Hernandez,4887.61
"Young, Morales and Newton",4887.34
Warner-Wilkerson,4887.22
Terry-Davis,4886.98
"Anderson, Graves and Mcgee",4886.95
Russo-Shelton,4886.92
"Cooper, Smith and Odonnell",4886.73
"Liu, Reyes and Graves",4886.58
"Thomas, Malone and Mendoza",4886.32
Smith-Lawson,4886.27
Bryant-Hayes,4886.24
Macias-Nichols,4886.11
Bishop-Reyes,4886.1
"Taylor, Miles and Hinton",4886.04
Snyder-Schaefer,4885.99
Parker-Morris,4885.95
"Jones, Gaines and Mills",4885.63
Bonilla Ltd,4885.49
"Koch, Hoffman and Robinson",4885.42
Arellano Group,4885.24
"Yates, Smith and Bradley",4885.01
"Navarro, Stafford and Weiss",4884.95
Howell-Bennett,4884.95
"Williams, Jones and Ballard",4884.91
Smith-Mullins,4884.81
"Lee, Peters and Tucker",4884.79
Owens-Mccoy,4884.76
Ramirez-Delacruz,4884.68
Castaneda-Pittman,4884.62
Johnson-Payne,4884.59
"Miller, Bell and Medina",4884.48
"Nelson, Boone and Ryan",4884.43
"Wilkins, Hayes and Lawrence",4884.42
Carter-Horne,4884.24
"Wilson, Martinez and Rhodes",4884.12
"Walker, Serrano and Reynolds",4884.11
"Lee, Shah and Howard",4884.05
"Cardenas, Duran and Foley",4884.01
"Pope, Mullins and Evans",4884.01
"Cruz, Pope and Torres",4884.0
Kennedy-Morales,4883.87
"Williams, Franklin and Collins",4883.7
Clarke Ltd,4883.64
"Gutierrez, Gregory and Turner",4883.62
"Mitchell, Irwin and Brooks",4883.46
Esparza-Hill,4883.27
"Brown, Hopkins and Cortez",4883.25
Scott-Morgan,4883.18
"Miranda, Lewis and Reyes",4883.14
Perez-Shaffer,4882.98
"Clark, Cook and Porter",4882.95
Norton-Collins,4882.93
"Mann, Marshall and Bennett",4882.9
"Ramirez, King and Allen",4882.9
Lewis-Gomez,4882.86
"Morse, Spears and Day",4882.8
"Jordan, Lewis and Miranda",4882.46
"Freeman, Castillo and Steele",4882.36
"Martinez, Young and Miles",4882.35
"Lopez, Lyons and Allison",4882.12
"Smith, Smith and Patterson",4882.0
"Mcknight, Holmes and Warner",4881.61
Kent-Alexander,4881.61
Parker-Landry,4881.59
"Chandler, Hernandez and Rocha",4881.58
"Rodriguez, Gibson and Ponce",4881.55
Myers-Castillo,4881.5
Johnson-Thornton,4881.45
"Osborne, Walker and Harrington",4881.27
"White, Miller and Johnson",4881.26
"Davis, Gill and Pope",4881.21
"Pace, Gomez and Richardson",4881.16
"Scott, Roberson and Howell",4880.96
Saunders-Williams,4880.88
"Osborn, Rodriguez and Anderson",4880.56
"Huynh, Brooks and Guerrero",4880.55
"Oliver, Powell and Mercado",4880.49
Whitney-Rogers,4880.39
"Chen, Smith and Lawrence",4880.31
Miller-Vaughan,4880.23
"Duarte, Hughes and Garcia",4880.19
"Wagner, Wagner and Jensen",4880.07
"Robinson, Cox and Barry",4880.03
Lewis-Flynn,4880.02
"Palmer, Kelley and Price",4879.76
Medina-Garcia,4879.61
Wade Inc,4879.52
Bryant-Cook,4879.44
"Olsen, Mitchell and Velez",4879.42
"Hernandez, Valenzuela and Bass",4879.3
Steele-Smith,4879.21
Alvarado-Dean,4879.0
"Bryant, Harris and Munoz",4878.9
"Ray, Williams and Chavez",4878.73
"Bowman, Gutierrez and Klein",4878.44
"Gilbert, Huynh and Chaney",4878.35
"Koch, Bates and Curry",4878.35
"Wallace, Brown and Callahan",4878.3
"Jones, Harris and Powell",4878.3
Harmon-Young,4878.16
Stephens-Gibbs,4878.07
Massey-Franco,4877.97
Ferguson-Oconnell,4877.89
"Mcdonald, Cherry and Short",4877.51
"Cook, Montgomery and Acosta",4877.48
Cunningham-Guerra,4877.48
"Peters, Yoder and Anderson",4877.47
Anderson-Wood,4877.37
Leonard-White,4877.36
Brock-Berger,4876.99
Baker-Ferguson,4876.97
"Clayton, Lopez and Esparza",4876.95
"Fisher, Smith and Williams",4876.9
Estes-Lambert,4876.8
"Contreras, Stevenson and Jackson",4876.46
Doyle-Rasmussen,4876.46
"King, Sawyer and Lopez",4876.45
Richard-Fry,4876.21
Lara-Cervantes,4875.89
"Mason, Wilkinson and Hinton",4875.77
"Simpson, Boone and Burch",4875.68
"Hendricks, King and Brown",4875.44
Hines-Mullen,4875.15
Huerta-Soto,4875.15
"Hall, Anderson and Butler",4875.06
Oconnell-Baldwin,4875.03
"Howard, Glover and Johnson",4874.98
Nguyen-Marshall,4874.87
"Thomas, Roberts and Roberts",4874.79
Dixon-Robinson,4874.62
"Butler, Cox and Henry",4874.33
"Barron, Preston and Hardin",4874.3
Hartman-Mathis,4874.29
"Thornton, Rodriguez and Barton",4874.25
"Hernandez, Alvarado and Knight",4874.2
"Willis, Hanna and Cooper",4874.19
"Curtis, Mason and Glass",4874.16
"Greene, Ford and Case",4873.93
"Weeks, Miller and Burgess",4873.92
Williams-Sloan,4873.89
"Bradley, Hawkins and Swanson",4873.88
Rios-Allison,4873.78
Martin-Cummings,4873.76
Clark-Gray,4873.73
Klein-Jones,4873.69
"Brown, Cooke and Scott",4873.4
"Williams, Lee and Lyons",4873.24
Marks-Riggs,4873.1
"Burch, Livingston and Soto",4872.96
"Daugherty, Bray and Schmidt",4872.92
Parker-Jenkins,4872.77
"Sanchez, Lynch and Gray",4872.72
Santos-Haney,4872.71
Munoz-Torres,4872.7
"Whitaker, Hernandez and Singleton",4872.64
"Johnson, Durham and Stark",4872.64
"Hayes, Smith and Jones",4872.64
"Smith, Dunn and Pierce",4872.64
Mitchell-Atkins,4872.58
Hardy-Tran,4872.54
Herring PLC,4872.52
Russell-Beck,4872.49
"Glenn, Hicks and English",4872.46
"Hill, Harvey and Morgan",4872.43
Riley-Hampton,4872.14
"White, Nelson and Johnson",4872.13
"Martinez, Carr and Young",4872.09
Shelton Group,4871.92
"Collins, Esparza and Pineda",4871.86
"Russell, Roach and Saunders",4871.76
"Welch, Rivera and Jones",4871.75
"Davenport, Guerrero and Edwards",4871.56
Price-Obrien,4871.53
Compton-Martinez,4871.41
"Ruiz, Parsons and Kerr",4871.15
"Graves, Allen and Neal",4871.09
"Gonzalez, Hardy and Jones",4870.91
Torres-Conley,4870.89
"Hodge, White and Davis",4870.84
Wallace-Hall,4870.73
"Young, Smith and Ellis",4870.71
Hampton-Cox,4870.54
"Todd, Gross and Vance",4870.38
"Martin, Martin and Cox",4870.36
Downs-Acevedo,4870.29
"Quinn, Ramos and Avery",4870.22
